,med_id,question,input_tokens,output_tokens,total_tokens,latency_sec,gen_latency_sec,retrieval_latency_sec,peak_vram_MiB,prompt_chars,throughput_tok_per_s,prompt_tok_per_s,device,dtype,model_name,temperature,top_p,max_new_tokens,timestamp_start,timestamp_end,attempt,question_chars,answer_raw_chars,answer_raw_tokens,prompt_to_output_char_ratio,retrieved_count,fact_context,total_latency_sec,Unnamed: 0,correctness,context,answers_choice,thinkings_choices,facts_choices
176,247,What is the anatomical location of the esophagogastric junction in esophageal cancer?,774.0,18.0,792.0,0.7146103084087372,0.7112538442015648,0.5401550307869911,9191.1337890625,2337.0,25.307420334868397,230599.80748373462,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509663.04171171,66509663.75632202,1,85.0,73.0,19.0,32.013698630136986,40,"squamous cell carcinoma subclass of mouth cancer, mouth cancer subclass of head and neck cancers, digestive system has part liver, Thyroid nodule part of thyroid gland, Basal cell skin cancer subclass of skin cancer, High-dose chemotherapy subclass of chemotherapy, bleeding from the anus subclass of Anal cancer, sentinel lymph node subclass of lymph node, female reproductive system has part ovaries, female reproductive system has part fallopian tube",1.2547653391957283,247,0.9280734062194824,0.8307468891143799,unique,not_include,unique
177,248,What are the main stages of esophageal cancer described in the ontology?,813.0,84.0,897.0,3.2398966178297997,3.2368853762745857,0.26487257331609726,9194.37158203125,2381.0,25.950872593665256,269988.3038583538,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509664.50581227,66509667.74570889,1,72.0,344.0,85.0,6.921511627906977,38,"squamous cell carcinoma subclass of mouth cancer, mouth cancer subclass of head and neck cancers, PSA density facet of prostate cancer, digestive system has part liver, Thyroid nodule part of thyroid gland, female reproductive system has part ovaries, female reproductive system has part cervix, female reproductive system has part fallopian tube",3.504769191145897,248,0.850030779838562,0.845079243183136,unique,not_include,unique
178,249,Which subtype of esophageal cancer is associated with Barrett esophagus as a risk factor?,748.0,64.0,812.0,2.4802345857024193,2.477584443986416,0.24804085493087769,9187.98095703125,2274.0,25.831611978086386,282249.0569025235,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509669.06255483,66509671.542789415,1,89.0,312.0,65.0,7.288461538461538,38,"mouth cancer subclass of head and neck cancers, squamous cell carcinoma subclass of mouth cancer, Basal cell skin cancer subclass of skin cancer, sentinel lymph node subclass of lymph node, bleeding from the anus subclass of Anal cancer, digestive system has part liver, High-dose chemotherapy subclass of chemotherapy, PSA density facet of prostate cancer, Thyroid nodule part of thyroid gland",2.728275440633297,249,0.9114022254943848,0.8186274766921997,unique,not_include,unique
179,250,What methods are used for biomarker and genetic risk assessment in esophageal cancer?,820.0,811.0,1631.0,30.98167885839939,30.97832313925028,0.24609237164258957,9194.9521484375,2458.0,26.17959649896103,244358.94768393217,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509672.679130524,66509703.66080938,1,85.0,152.0,28.0,16.17105263157895,15,"genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, General health test subclass of test, Basal cell skin cancer subclass of skin cancer, PSA density facet of prostate cancer, High-dose chemotherapy subclass of chemotherapy, mouth cancer subclass of head and neck cancers, immunotherapy subclass of Systemic therapy, sentinel lymph node subclass of lymph node, squamous cell carcinoma subclass of mouth cancer",31.22777123004198,250,0.9243297576904296,0.851855993270874,unique,not_include,unique
180,251,What is the initial site of origin for esophageal cancer?,805.0,18.0,823.0,0.714472196996212,0.7113169282674789,0.2663426250219345,9193.70751953125,2316.0,25.305175913417035,255128.82394750326,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509704.47996567,66509705.19443787,1,57.0,82.0,19.0,28.24390243902439,48,"mouth cancer subclass of head and neck cancers, PSA density facet of prostate cancer, squamous cell carcinoma subclass of mouth cancer, Basal cell skin cancer subclass of skin cancer, bleeding from the anus subclass of Anal cancer, Thyroid nodule part of thyroid gland, digestive system has part liver, female reproductive system has part ovaries, female reproductive system has part fallopian tube, female reproductive system has part cervix, female reproductive system has part vagina, vagina part of female reproductive system",0.9808148220181465,251,0.8728814721107483,0.8224800825119019,unique,not_include,unique
181,252,How are tumors at the esophagogastric junction staged?,761.0,121.0,882.0,4.620862118899822,4.617894433438778,0.24941762536764145,9189.060546875,2247.0,26.202417951312,256428.79273742455,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509705.89879945,66509710.51966157,1,54.0,570.0,122.0,3.942105263157895,37,"mouth cancer subclass of head and neck cancers, squamous cell carcinoma subclass of mouth cancer, sentinel lymph node subclass of lymph node, Basal cell skin cancer subclass of skin cancer, digestive system has part liver, Thyroid nodule part of thyroid gland, High-dose chemotherapy subclass of chemotherapy, bleeding from the anus subclass of Anal cancer, General health test subclass of test",4.870279744267464,252,0.7221717834472656,0.8245633840560913,unique,not_include,unique
182,253,Which assessments help determine performance status in esophageal cancer patients?,787.0,754.0,1541.0,29.342386819422245,29.3393929079175,0.24322308599948883,9192.21337890625,2337.0,25.699236598604816,262866.8211310087,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509711.52001624,66509740.86240306,1,82.0,1.0,1.0,2337.0,23,"mouth cancer subclass of head and neck cancers, squamous cell carcinoma subclass of mouth cancer, Basal cell skin cancer subclass of skin cancer, bleeding from the anus subclass of Anal cancer, High-dose chemotherapy subclass of chemotherapy, sentinel lymph node subclass of lymph node, General health test subclass of test, immunotherapy subclass of Systemic therapy, digestive system has part liver",29.585609905421734,253,0.7632061243057251,0.7873809933662415,unique,not_include,unique
183,254,What is a key factor in planning treatment for esophageal cancer located at the esophagogastric junction?,779.0,104.0,883.0,4.068450950086117,4.064927786588669,0.2596791535615921,9191.54931640625,2326.0,25.58471034666963,221108.10371538962,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509741.794512376,66509745.86296333,1,105.0,494.0,105.0,4.708502024291498,37,"mouth cancer subclass of head and neck cancers, squamous cell carcinoma subclass of mouth cancer, digestive system has part liver, Thyroid nodule part of thyroid gland, sentinel lymph node subclass of lymph node, bleeding from the anus subclass of Anal cancer, Basal cell skin cancer subclass of skin cancer, PSA density facet of prostate cancer, cervix part of female reproductive system, female reproductive system has part cervix",4.328130103647709,254,0.7987810969352722,0.8093811273574829,unique,not_include,unique
184,255,What type of carcinoma starts in the mucus-secreting cells of the esophagus?,632.0,105.0,737.0,4.0957889929413795,4.093186736106873,0.26064323633909225,9175.90966796875,2013.0,25.652384503685752,242866.11206834848,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509746.82540424,66509750.921193235,1,76.0,490.0,106.0,4.108163265306122,14,"digestive system has part liver, female reproductive system has part fallopian tube, female reproductive system has part ovaries",4.356432229280472,255,0.916423201560974,0.7828600406646729,unique,not_include,unique
185,256,What is the main cancer type discussed in this dataset?,845.0,15.0,860.0,0.6052505820989609,0.6020299643278122,0.2510089725255966,9197.0302734375,2421.0,24.915703351656312,262372.02302296745,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509751.99930292,66509752.604553506,1,55.0,82.0,16.0,29.524390243902438,20,"mouth cancer subclass of head and neck cancers, squamous cell carcinoma subclass of mouth cancer, Basal cell skin cancer subclass of skin cancer, sentinel lymph node subclass of lymph node, High-dose chemotherapy subclass of chemotherapy, General health test subclass of test, bleeding from the anus subclass of Anal cancer, immunotherapy subclass of Systemic therapy, digestive system has part liver",0.8562595546245575,256,0.8679333329200745,0.828406572341919,unique,not_include,unique
186,257,Which subtype of gray zone lymphoma is characterized by a large mediastinal mass?,836.0,27.0,863.0,1.0679426491260529,1.064668819308281,0.24152497202157974,9196.28271484375,2440.0,25.35999881873313,255358.4170630351,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509753.30760994,66509754.37555259,1,81.0,116.0,28.0,21.03448275862069,18,"sentinel lymph node subclass of lymph node, mouth cancer subclass of head and neck cancers, squamous cell carcinoma subclass of mouth cancer, High-dose chemotherapy subclass of chemotherapy, Basal cell skin cancer subclass of skin cancer, immunotherapy subclass of Systemic therapy, bleeding from the anus subclass of Anal cancer, blood has part white blood cell, PSA density facet of prostate cancer",1.3094676211476326,257,0.9436832070350648,0.8111361265182495,unique,not_include,unique
187,258,What are the overlapping features of gray zone lymphomas?,855.0,85.0,940.0,3.304387502372265,3.301078036427498,0.2544240951538086,9197.8603515625,2486.0,25.749164079740734,258349.8408110061,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509755.36199863,66509758.666386135,1,57.0,420.0,86.0,5.919047619047619,15,"sentinel lymph node subclass of lymph node, High-dose chemotherapy subclass of chemotherapy, mouth cancer subclass of head and neck cancers, Basal cell skin cancer subclass of skin cancer, PSA density facet of prostate cancer, squamous cell carcinoma subclass of mouth cancer, General health test subclass of test, immunotherapy subclass of Systemic therapy, bleeding from the anus subclass of Anal cancer, genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing",3.5588115975260735,258,0.918609857559204,0.8181328177452087,unique,not_include,unique
188,259,Which histopathological feature is characteristic of MGZL?,859.0,44.0,903.0,1.7227170392870903,1.718697264790535,0.5576392635703087,9198.1923828125,2514.0,25.600785491075108,213693.57926324083,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509760.15151931,66509761.87423635,1,58.0,208.0,45.0,12.086538461538462,44,"genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, female reproductive system has part cervix, female reproductive system has part ovaries, sexually transmitted infection has cause HPV, HPV has effect sexually transmitted infection, Thyroid nodule part of thyroid gland, PSA density facet of prostate cancer, High-dose chemotherapy subclass of chemotherapy, female reproductive system has part fallopian tube",2.280356302857399,259,0.927960991859436,0.7545394897460938,unique,not_include,unique
189,260,What is the recommended initial treatment for MGZL?,734.0,67.0,801.0,2.6105005517601967,2.6075388714671135,0.26992394775152206,9185.81103515625,2221.0,25.694727213137543,247832.28686573924,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509762.69523311,66509765.30573366,1,51.0,343.0,68.0,6.475218658892128,15,"immunotherapy subclass of Systemic therapy, PSA density facet of prostate cancer, female reproductive system has part ovaries, female reproductive system has part cervix, female reproductive system has part fallopian tube, female reproductive system has part vagina",2.8804244995117188,260,0.9031982421875,0.7703244090080261,unique,not_include,unique
190,261,Which immunotherapy agent may be added to chemotherapy for MGZL?,832.0,20.0,852.0,0.8071005046367645,0.8041617572307587,0.5280295833945274,9195.9482421875,2405.0,24.87061815631813,283113.8185948402,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509767.08373184,66509767.89083234,1,64.0,103.0,21.0,23.349514563106798,31,"immunotherapy subclass of Systemic therapy, High-dose chemotherapy subclass of chemotherapy, Basal cell skin cancer subclass of skin cancer, sentinel lymph node subclass of lymph node, mouth cancer subclass of head and neck cancers, squamous cell carcinoma subclass of mouth cancer, genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, HPV has effect sexually transmitted infection, sexually transmitted infection has cause HPV",1.335130088031292,261,0.8772544264793396,0.8182932734489441,unique,not_include,unique
191,262,What type of radiation therapy may be used in localized MGZL?,798.0,19.0,817.0,0.7706852853298187,0.7675014138221741,0.5352510362863541,9193.1259765625,2354.0,24.755654723005105,250638.25537053158,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509769.136663176,66509769.90734846,1,61.0,96.0,20.0,24.520833333333332,34,"High-dose chemotherapy subclass of chemotherapy, immunotherapy subclass of Systemic therapy, Panoramic dental x-ray uses radiation, mouth cancer subclass of head and neck cancers, genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, squamous cell carcinoma subclass of mouth cancer, digestive system has part liver, Basal cell skin cancer subclass of skin cancer, HPV has effect sexually transmitted infection, sexually transmitted infection has cause HPV",1.3059363216161728,262,0.9398629069328308,0.8177919387817383,unique,not_include,unique
192,263,What diagnostic method is required for MGZL?,762.0,10.0,772.0,0.4078015461564064,0.40479402244091034,0.252477690577507,9189.14306640625,2289.0,24.70392210759423,253364.58564693815,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509770.581324585,66509770.98912613,1,44.0,43.0,11.0,53.23255813953488,14,"General health test subclass of test, genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, PSA density facet of prostate cancer, female reproductive system has part fallopian tube, female reproductive system has part ovaries, female reproductive system has part vagina, female reproductive system has part cervix, cervix part of female reproductive system",0.6602792367339134,263,0.8597633838653564,0.7601110339164734,unique,not_include,unique
193,264,Which age group is most commonly affected by MGZL?,791.0,837.0,1628.0,32.51813492923975,32.51469714194536,0.28169790655374527,9192.54541015625,2203.0,25.742205020271705,230089.86079252383,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509771.71255423,66509804.23068916,1,50.0,421.0,83.0,5.232779097387174,41,"female reproductive system has part ovaries, female reproductive system has part fallopian tube",32.799832835793495,264,0.8751844167709351,0.7493446469306946,unique,not_include,unique
194,266,Which sites are typically involved in mediastinal gray zone lymphoma?,840.0,31.0,871.0,1.215808555483818,1.2122165486216545,0.2519241273403168,9196.61474609375,2455.0,25.572988617626457,233852.55992914495,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509829.28613978,66509830.501948334,1,69.0,144.0,32.0,17.04861111111111,18,"sentinel lymph node subclass of lymph node, mouth cancer subclass of head and neck cancers, Basal cell skin cancer subclass of skin cancer, squamous cell carcinoma subclass of mouth cancer, High-dose chemotherapy subclass of chemotherapy, immunotherapy subclass of Systemic therapy, bleeding from the anus subclass of Anal cancer, General health test subclass of test, PSA density facet of prostate cancer, Thyroid nodule part of thyroid gland",1.4677326828241348,266,0.8661949634552002,0.8076006174087524,unique,not_include,unique
195,268,What is the relationship between gray zone lymphoma and primary mediastinal B-cell lymphoma?,803.0,105.0,908.0,4.135343760251999,4.132085628807545,0.23496771603822708,9193.54150390625,2413.0,25.41089644124857,246460.28365946413,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509864.3839699,66509868.51931366,1,92.0,473.0,106.0,5.101479915433404,17,"sentinel lymph node subclass of lymph node, mouth cancer subclass of head and neck cancers, Basal cell skin cancer subclass of skin cancer, squamous cell carcinoma subclass of mouth cancer, High-dose chemotherapy subclass of chemotherapy, immunotherapy subclass of Systemic therapy, blood has part white blood cell, bleeding from the anus subclass of Anal cancer, General health test subclass of test",4.370311476290226,268,0.9016939997673036,0.8152922987937927,unique,not_include,unique
196,269,What is the relationship between gray zone lymphoma and Hodgkin lymphoma?,781.0,84.0,865.0,3.3073080331087112,3.3042615577578545,0.2328014075756073,9191.71533203125,2361.0,25.421716329562962,256361.8313144579,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509869.67879866,66509872.986106694,1,73.0,404.0,85.0,5.844059405940594,17,"sentinel lymph node subclass of lymph node, mouth cancer subclass of head and neck cancers, Basal cell skin cancer subclass of skin cancer, High-dose chemotherapy subclass of chemotherapy, squamous cell carcinoma subclass of mouth cancer, General health test subclass of test, immunotherapy subclass of Systemic therapy, blood has part white blood cell, bleeding from the anus subclass of Anal cancer",3.5401094406843185,269,0.8942579627037048,0.8246911764144897,unique,not_include,unique
197,271,What is a distinguishing feature of non-mediastinal gray zone lymphomas compared to MGZL?,825.0,877.0,1702.0,34.133009031414986,34.12968950718641,0.2477942854166031,9195.36767578125,2450.0,25.69610250381379,248529.5913489055,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509905.96538812,66509940.09839715,1,89.0,353.0,89.0,6.9405099150141645,18,"High-dose chemotherapy subclass of chemotherapy, mouth cancer subclass of head and neck cancers, sentinel lymph node subclass of lymph node, squamous cell carcinoma subclass of mouth cancer, Basal cell skin cancer subclass of skin cancer, immunotherapy subclass of Systemic therapy, General health test subclass of test, bleeding from the anus subclass of Anal cancer, PSA density facet of prostate cancer, Panoramic dental x-ray uses radiation",34.38080331683159,271,0.8895787000656128,0.8121538758277893,unique,not_include,unique
198,272,Which sites are more commonly involved in non-mediastinal gray zone lymphomas?,793.0,781.0,1574.0,30.430997371673584,30.427589535713196,0.25757019966840744,9192.71142578125,2380.0,25.667494925397616,232698.99408822192,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509941.4037505,66509971.83474787,1,78.0,110.0,25.0,21.636363636363637,17,"sentinel lymph node subclass of lymph node, mouth cancer subclass of head and neck cancers, High-dose chemotherapy subclass of chemotherapy, squamous cell carcinoma subclass of mouth cancer, Basal cell skin cancer subclass of skin cancer, immunotherapy subclass of Systemic therapy, bleeding from the anus subclass of Anal cancer, General health test subclass of test, PSA density facet of prostate cancer, Thyroid nodule part of thyroid gland",30.68856757134199,272,0.9218801259994508,0.8102283477783203,unique,not_include,unique
199,273,What is the typical stage at diagnosis for non-mediastinal gray zone lymphomas?,778.0,25.0,803.0,0.9741638749837875,0.9710826724767685,0.27029432356357574,9191.4658203125,2353.0,25.744461010963082,252498.82090764886,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509972.59288916,66509973.567053035,1,79.0,107.0,26.0,21.990654205607477,16,"sentinel lymph node subclass of lymph node, mouth cancer subclass of head and neck cancers, High-dose chemotherapy subclass of chemotherapy, squamous cell carcinoma subclass of mouth cancer, Basal cell skin cancer subclass of skin cancer, immunotherapy subclass of Systemic therapy, bleeding from the anus subclass of Anal cancer, General health test subclass of test, PSA density facet of prostate cancer, Thyroid nodule part of thyroid gland",1.2444581985473633,273,0.9535770416259766,0.8147820830345154,unique,not_include,unique
200,274,What is the role of rituximab in the treatment of MGZL?,768.0,127.0,895.0,4.910953961312771,4.908138185739517,0.24048616737127304,9190.63330078125,2292.0,25.875392092463,272749.0100045776,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509974.63285683,66509979.54381079,1,55.0,576.0,128.0,3.9791666666666665,14,"immunotherapy subclass of Systemic therapy, High-dose chemotherapy subclass of chemotherapy, blood has part white blood cell, mouth cancer subclass of head and neck cancers, squamous cell carcinoma subclass of mouth cancer, Basal cell skin cancer subclass of skin cancer, PSA density facet of prostate cancer, bleeding from the anus subclass of Anal cancer, genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing",5.151440128684044,274,0.8991503119468689,0.8277696967124939,unique,not_include,unique
201,275,Which professional is required for the diagnosis of MGZL?,701.0,757.0,1458.0,29.45398909598589,29.45127721875906,0.5598110780119896,9182.94091796875,2134.0,25.70346930549508,258492.52800413207,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66509981.56065022,66510011.01463932,1,57.0,491.0,93.0,4.346232179226069,34,"genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, Thyroid nodule part of thyroid gland, female reproductive system has part ovaries",30.01380017399788,275,0.8862797021865845,0.7451637983322144,unique,not_include,unique
202,276,Name two related entities to gray zone lymphoma.,784.0,112.0,896.0,4.3476502597332,4.3445092141628265,0.2334999144077301,9191.9638671875,2332.0,25.77966681135974,249598.41633458575,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66510011.98074497,66510016.32839523,1,48.0,513.0,113.0,4.545808966861599,21,"sentinel lymph node subclass of lymph node, Basal cell skin cancer subclass of skin cancer, mouth cancer subclass of head and neck cancers, squamous cell carcinoma subclass of mouth cancer, High-dose chemotherapy subclass of chemotherapy, blood has part white blood cell, General health test subclass of test, immunotherapy subclass of Systemic therapy, bleeding from the anus subclass of Anal cancer",4.58115017414093,276,0.82591313123703,0.8255289196968079,unique,not_include,unique
203,277,What kind of therapy may be considered for MGZL in addition to chemotherapy?,784.0,98.0,882.0,3.726087987422943,3.7230391278862953,0.24321499466896057,9191.9638671875,2370.0,26.32258126592351,257145.33273054732,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66510017.57885697,66510021.304944955,1,76.0,441.0,99.0,5.374149659863946,12,"High-dose chemotherapy subclass of chemotherapy, immunotherapy subclass of Systemic therapy, mouth cancer subclass of head and neck cancers, squamous cell carcinoma subclass of mouth cancer, Basal cell skin cancer subclass of skin cancer, sentinel lymph node subclass of lymph node, General health test subclass of test, genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, bleeding from the anus subclass of Anal cancer, Panoramic dental x-ray uses radiation",3.9693029820919037,277,0.912049114704132,0.8317086696624756,unique,not_include,unique
204,278,Which cells are a histopathological hallmark of MGZL?,629.0,15.0,644.0,0.5733254849910736,0.5708433389663696,0.26118630170822144,9175.6376953125,1952.0,26.276911678010666,253409.74855619724,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66510022.30960172,66510022.8829272,1,53.0,72.0,16.0,27.11111111111111,17,"PSA density facet of prostate cancer, female reproductive system has part fallopian tube, female reproductive system has part ovaries, female reproductive system has part cervix, female reproductive system has part vagina",0.834511786699295,278,0.9252362251281738,0.7834384441375732,unique,not_include,unique
205,279,Which lymphoma is a subtype of gray zone lymphomas?,793.0,16.0,809.0,0.6201517209410667,0.6174152344465256,0.22897295653820038,9192.71142578125,2347.0,25.914488511678865,289787.6534680153,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66510023.73275734,66510024.35290906,1,51.0,77.0,17.0,30.48051948051948,20,"sentinel lymph node subclass of lymph node, mouth cancer subclass of head and neck cancers, Basal cell skin cancer subclass of skin cancer, squamous cell carcinoma subclass of mouth cancer, High-dose chemotherapy subclass of chemotherapy, immunotherapy subclass of Systemic therapy, General health test subclass of test, blood has part white blood cell, bleeding from the anus subclass of Anal cancer",0.8491246774792671,279,0.9128060340881348,0.8267421126365662,unique,not_include,unique
206,281,Which lymphoma is diagnosed if gray zone lymphoma presents with extra-mediastinal disease?,785.0,27.0,812.0,1.049793355166912,1.0476142317056656,0.22347823530435562,9192.04736328125,2355.0,25.772845750711255,360236.5877658756,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66510057.506780505,66510058.55657386,1,90.0,111.0,28.0,21.216216216216218,20,"sentinel lymph node subclass of lymph node, mouth cancer subclass of head and neck cancers, Basal cell skin cancer subclass of skin cancer, squamous cell carcinoma subclass of mouth cancer, High-dose chemotherapy subclass of chemotherapy, immunotherapy subclass of Systemic therapy, General health test subclass of test, blood has part white blood cell, bleeding from the anus subclass of Anal cancer",1.2732715904712677,281,0.8717496395111084,0.8064600229263306,unique,not_include,unique
207,282,What is the purpose of involved-site radiation therapy (ISRT) in MGZL?,806.0,101.0,907.0,3.9242648407816887,3.921977311372757,0.24395060539245605,9193.7900390625,2350.0,25.7523162378133,352345.1968979927,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66510059.40912384,66510063.33338868,1,70.0,502.0,102.0,4.681274900398407,37,"High-dose chemotherapy subclass of chemotherapy, Panoramic dental x-ray uses radiation, PSA density facet of prostate cancer, genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, female reproductive system has part ovaries, female reproductive system has part fallopian tube, female reproductive system has part cervix",4.168215446174145,282,0.8043675422668457,0.8166815042495728,unique,not_include,unique
208,283,Which lymph nodes are typically involved in MGZL?,763.0,757.0,1520.0,29.35883343964815,29.356704019010067,0.24750244617462158,9189.2265625,2238.0,25.786273537717353,358313.4240148912,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66510064.34391672,66510093.70275016,1,49.0,105.0,31.0,21.314285714285713,40,"sentinel lymph node subclass of lymph node, sexually transmitted infection has cause HPV, HPV has effect sexually transmitted infection, digestive system has part liver, female reproductive system has part ovaries, female reproductive system has part fallopian tube, female reproductive system has part cervix",29.606335885822773,283,0.908827304840088,0.8096190690994263,unique,not_include,unique
209,284,What is the main diagnostic method for gray zone lymphoma?,825.0,13.0,838.0,0.5162578746676445,0.5129555761814117,0.2586776986718178,9195.36767578125,2358.0,25.343325238368056,249825.99345256493,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66510094.50597895,66510095.022236824,1,58.0,70.0,14.0,33.68571428571428,23,"PSA density facet of prostate cancer, High-dose chemotherapy subclass of chemotherapy, immunotherapy subclass of Systemic therapy, Thyroid nodule part of thyroid gland, mouth cancer subclass of head and neck cancers, Basal cell skin cancer subclass of skin cancer, bleeding from the anus subclass of Anal cancer, squamous cell carcinoma subclass of mouth cancer, female reproductive system has part cervix, female reproductive system has part ovaries",0.7749355733394623,284,0.8703992962837219,0.7763039469718933,unique,not_include,unique
210,285,Name two cancer types related to gray zone lymphoma.,804.0,847.0,1651.0,32.60633710771799,32.60423206537962,0.23110929876565933,9193.6240234375,2352.0,25.97822265224814,381940.06141561724,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66510095.59612434,66510128.20246145,1,52.0,317.0,80.0,7.419558359621451,18,"mouth cancer subclass of head and neck cancers, squamous cell carcinoma subclass of mouth cancer, Basal cell skin cancer subclass of skin cancer, sentinel lymph node subclass of lymph node, High-dose chemotherapy subclass of chemotherapy, PSA density facet of prostate cancer, bleeding from the anus subclass of Anal cancer, blood has part white blood cell, sexually transmitted infection has cause HPV, HPV has effect sexually transmitted infection",32.83744640648365,285,0.9222571849822998,0.8289660811424255,unique,not_include,unique
211,286,What is the standard chemotherapy regimen for MGZL?,707.0,74.0,781.0,2.8353307098150253,2.8330991566181183,0.24316329509019852,9183.46484375,2178.0,26.11980587659138,316819.6935568955,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66510129.286693946,66510132.122024655,1,51.0,351.0,75.0,6.205128205128205,17,"High-dose chemotherapy subclass of chemotherapy, immunotherapy subclass of Systemic therapy, PSA density facet of prostate cancer, Thyroid nodule part of thyroid gland, female reproductive system has part ovaries, female reproductive system has part fallopian tube",3.078494004905224,286,0.8890985250473022,0.8090966939926147,unique,not_include,unique
212,287,What is the most common subtype of cervical cancer?,708.0,701.0,1409.0,27.077312543988228,27.074514620006084,0.2549266368150711,9183.55126953125,2186.0,25.891507561210805,253044.75908513545,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66510132.969349265,66510160.04666181,1,51.0,143.0,30.0,15.286713286713287,15,"squamous cell carcinoma subclass of mouth cancer, mouth cancer subclass of head and neck cancers, Basal cell skin cancer subclass of skin cancer, PSA density facet of prostate cancer, bleeding from the anus subclass of Anal cancer, female reproductive system has part ovaries",27.3322391808033,287,0.9222127199172974,0.8856099843978882,unique,not_include,unique
213,288,Which virus is most commonly associated with cervical cancer?,666.0,60.0,726.0,2.315402112901211,2.313237600028515,0.5036423578858376,9179.8984375,2013.0,25.937672809425365,307690.4777981247,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66510161.47744892,66510163.79285103,1,61.0,288.0,61.0,6.989583333333333,35,"HPV has effect sexually transmitted infection, sexually transmitted infection has cause HPV, female reproductive system has part ovaries",2.8190444707870483,288,0.9077896475791932,0.8640271425247192,unique,not_include,unique
